COUNTRY;FECHA;CONTAGIADOS;FALLECIDOS;RECUPERADOS;HOSPITALIZADOS;UCIs
MEXICO;28/03/2020;131;4;0;0;0
MEXICO;29/03/2020;145;4;0;0;0
MEXICO;30/03/2020;101;8;0;0;0
MEXICO;31/03/2020;121;1;0;0;0
MEXICO;01/04/2020;163;8;0;0;0
MEXICO;02/04/2020;132;13;0;0;0
MEXICO;03/04/2020;178;10;0;0;0
MEXICO;04/04/2020;202;19;0;0;0
MEXICO;05/04/2020;253;15;0;0;0
MEXICO;06/04/2020;296;31;0;0;0
MEXICO;07/04/2020;346;16;0;0;0
MEXICO;08/04/2020;396;33;0;0;0
MEXICO;09/04/2020;260;20;0;0;0
MEXICO;10/04/2020;403;39;0;0;0
MEXICO;11/04/2020;375;40;1;0;0
MEXICO;12/04/2020;442;23;1088;0;0
MEXICO;13/04/2020;353;36;242;0;0
MEXICO;14/04/2020;385;74;161;0;0
MEXICO;15/04/2020;448;43;157;0;0
MEXICO;16/04/2020;450;37;169;0;0
MEXICO;17/04/2020;578;60;176;0;0
MEXICO;18/04/2020;622;104;220;0;0
MEXICO;19/04/2020;764;36;240;0;0
MEXICO;20/04/2020;511;26;0;0;0
MEXICO;21/04/2020;729;145;0;0;0
MEXICO;22/04/2020;1043;113;0;0;0
MEXICO;23/04/2020;1089;99;0;0;0
MEXICO;24/04/2020;1239;152;0;0;0
MEXICO;25/04/2020;970;84;4062;0;0
MEXICO;26/04/2020;835;46;1205;0;0
MEXICO;27/04/2020;852;83;732;0;0
MEXICO;28/04/2020;1223;135;768;0;0
MEXICO;29/04/2020;1047;163;769;0;0
MEXICO;30/04/2020;1425;127;800;0;0
MEXICO;01/05/2020;1515;113;954;0;0
MEXICO;02/05/2020;1349;89;1070;0;0
MEXICO;03/05/2020;1383;93;937;0;0
MEXICO;04/05/2020;1434;117;1554;0;0
MEXICO;05/05/2020;1120;236;872;0;0
MEXICO;06/05/2020;1609;197;971;0;0
MEXICO;07/05/2020;1982;257;1072;0;0
MEXICO;08/05/2020;1906;199;1461;0;0
MEXICO;09/05/2020;1938;193;1510;0;0
MEXICO;10/05/2020;1562;112;1276;0;0
MEXICO;11/05/2020;1305;108;1366;0;0
MEXICO;12/05/2020;1997;353;1115;0;0
MEXICO;13/05/2020;1862;294;1409;0;0
MEXICO;14/05/2020;2409;257;1485;0;0
MEXICO;15/05/2020;2437;290;1976;0;0
MEXICO;16/05/2020;2112;278;1397;0;0
MEXICO;17/05/2020;2075;132;1481;0;0
MEXICO;18/05/2020;2414;155;2059;0;0
MEXICO;19/05/2020;2713;334;1937;0;0
MEXICO;20/05/2020;2248;424;1551;0;0
MEXICO;21/05/2020;2973;420;1781;0;0
MEXICO;22/05/2020;2960;479;2068;0;0
MEXICO;23/05/2020;3329;190;2194;0;0
MEXICO;24/05/2020;2764;215;2505;0;0
MEXICO;25/05/2020;2485;239;2466;0;0
MEXICO;26/05/2020;3455;501;2329;0;0
MEXICO;27/05/2020;3463;463;2164;0;0
MEXICO;28/05/2020;3377;447;2255;0;0
MEXICO;29/05/2020;3227;371;2972;0;0
MEXICO;30/05/2020;2885;364;2261;0;0
MEXICO;31/05/2020;3152;151;2455;0;0
MEXICO;01/06/2020;2771;237;3165;0;0
MEXICO;02/06/2020;3891;470;2817;0;0
MEXICO;03/06/2020;3912;1092;2963;0;0
MEXICO;04/06/2020;4442;816;2177;0;0
MEXICO;05/06/2020;4346;625;3142;0;0
MEXICO;06/06/2020;3593;341;2954;0;0
MEXICO;07/06/2020;3484;188;2875;0;0
MEXICO;08/06/2020;2999;354;3798;0;0
MEXICO;09/06/2020;4199;596;3195;0;0
MEXICO;10/06/2020;4883;708;3321;0;0
MEXICO;11/06/2020;4790;587;3331;0;0
MEXICO;12/06/2020;5222;504;3703;0;0
MEXICO;13/06/2020;3494;424;3208;0;0
MEXICO;14/06/2020;4147;269;3135;0;0
MEXICO;15/06/2020;3427;439;4896;0;0
MEXICO;16/06/2020;4599;730;3172;0;0
MEXICO;17/06/2020;4930;770;3177;0;0
MEXICO;18/06/2020;5662;667;3740;0;0
MEXICO;19/06/2020;5030;647;4237;0;0
MEXICO;20/06/2020;4717;387;4354;0;0
MEXICO;21/06/2020;5343;1044;3593;0;0
MEXICO;22/06/2020;4577;759;4839;0;0
MEXICO;23/06/2020;6288;793;4330;0;0
MEXICO;24/06/2020;5437;947;4870;0;0
MEXICO;25/06/2020;6104;736;;0;0
MEXICO;26/06/2020;5441;719;;0;0
MEXICO;27/06/2020;4410;602;;0;0
MEXICO;28/06/2020;4050;267;;0;0
MEXICO;29/06/2020;3805;473;;0;0
MEXICO;30/06/2020;5432;648;;0;0
PARAGUAY;07/03/2020;1;0;0;0;0
PARAGUAY;08/03/2020;0;0;0;0;0
PARAGUAY;09/03/2020;0;0;0;0;0
PARAGUAY;10/03/2020;4;0;0;0;0
PARAGUAY;11/03/2020;0;0;0;0;0
PARAGUAY;12/03/2020;1;0;0;0;0
PARAGUAY;13/03/2020;1;0;0;0;0
PARAGUAY;14/03/2020;0;0;0;0;0
PARAGUAY;15/03/2020;1;0;0;0;0
PARAGUAY;16/03/2020;1;0;0;0;0
PARAGUAY;17/03/2020;2;0;0;0;0
PARAGUAY;18/03/2020;0;0;0;0;0
PARAGUAY;19/03/2020;2;0;0;0;0
PARAGUAY;20/03/2020;5;1;0;0;0
PARAGUAY;21/03/2020;4;0;0;2;0
PARAGUAY;22/03/2020;0;0;0;0;0
PARAGUAY;23/03/2020;5;1;0;0;0
PARAGUAY;24/03/2020;10;1;0;0;0
PARAGUAY;25/03/2020;4;0;0;2;0
PARAGUAY;26/03/2020;11;0;1;0;0
PARAGUAY;27/03/2020;4;0;0;0;0
PARAGUAY;28/03/2020;3;0;0;0;0
PARAGUAY;29/03/2020;5;0;0;0;0
PARAGUAY;30/03/2020;1;0;0;0;0
PARAGUAY;31/03/2020;4;0;0;0;0
PARAGUAY;01/04/2020;8;0;1;1;0
PARAGUAY;02/04/2020;15;0;1;0;0
PARAGUAY;03/04/2020;4;0;9;0;0
PARAGUAY;04/04/2020;8;0;0;3;2
PARAGUAY;05/04/2020;9;2;0;0;0
PARAGUAY;06/04/2020;2;0;3;0;1
PARAGUAY;07/03/2020;1;0;0;0;0
PARAGUAY;08/03/2020;0;0;0;0;0
PARAGUAY;09/03/2020;0;0;0;0;0
PARAGUAY;10/03/2020;4;0;0;0;0
PARAGUAY;11/03/2020;0;0;0;0;0
PARAGUAY;12/03/2020;1;0;0;0;0
PARAGUAY;13/03/2020;1;0;0;0;0
PARAGUAY;14/03/2020;0;0;0;0;0
PARAGUAY;15/03/2020;1;0;0;0;0
PARAGUAY;16/03/2020;1;0;0;0;0
PARAGUAY;17/03/2020;2;0;0;0;0
PARAGUAY;18/03/2020;0;0;0;0;0
PARAGUAY;19/03/2020;2;0;0;0;0
PARAGUAY;20/03/2020;5;1;0;0;0
PARAGUAY;21/03/2020;4;0;0;2;0
PARAGUAY;22/03/2020;0;0;0;0;0
PARAGUAY;23/03/2020;5;1;0;0;0
PARAGUAY;24/03/2020;10;1;0;0;0
PARAGUAY;25/03/2020;4;0;0;2;0
PARAGUAY;26/03/2020;11;0;1;0;0
PARAGUAY;27/03/2020;4;0;0;0;0
PARAGUAY;28/03/2020;3;0;0;0;0
PARAGUAY;29/03/2020;5;0;0;0;0
PARAGUAY;30/03/2020;1;0;0;0;0
PARAGUAY;31/03/2020;4;0;0;0;0
PARAGUAY;01/04/2020;8;0;1;1;0
PARAGUAY;02/04/2020;15;0;1;0;0
PARAGUAY;03/04/2020;4;0;9;0;0
PARAGUAY;04/04/2020;8;0;0;3;2
PARAGUAY;05/04/2020;9;2;0;0;0
PARAGUAY;06/04/2020;2;0;3;0;1
PARAGUAY;07/04/2020;4;0;15;0;1
PARAGUAY;08/04/2020;5;0;18;0;0
PARAGUAY;09/04/2020;5;1;18;0;0
PARAGUAY;10/04/2020;4;0;18;0;0
PARAGUAY;11/04/2020;1;0;4;0;0
PARAGUAY;12/04/2020;13;0;0;0;0
PARAGUAY;13/04/2020;12;1;0;0;0
PARAGUAY;14/04/2020;2;1;1;1;0
PARAGUAY;15/04/2020;13;0;7;0;0
PARAGUAY;16/04/2020;25;0;0;2;0
PARAGUAY;17/04/2020;3;0;5;1;0
PARAGUAY;18/04/2020;4;0;6;1;0
PARAGUAY;19/04/2020;2;0;5;3;0
PARAGUAY;20/04/2020;0;0;7;0;0
PARAGUAY;21/04/2020;5;1;9;0;0
PARAGUAY;22/04/2020;0;0;5;0;0
PARAGUAY;23/04/2020;7;0;3;0;0
PARAGUAY;24/04/2020;3;0;8;0;0
PARAGUAY;25/04/2020;5;0;7;1;0
PARAGUAY;26/04/2020;0;0;8;0;0
PARAGUAY;27/04/2020;2;0;2;0;0
PARAGUAY;28/04/2020;9;0;7;0;0
PARAGUAY;29/04/2020;10;0;9;1;0
PARAGUAY;30/04/2020;17;1;2;2;0
PARAGUAY;01/05/2020;67;0;2;0;0
PARAGUAY;02/05/2020;37;0;2;0;0
PARAGUAY;03/05/2020;27;0;7;3;0
PARAGUAY;04/05/2020;19;0;4;0;0
PARAGUAY;05/05/2020;16;0;5;0;0
PARAGUAY;06/05/2020;9;0;7;2;0
PARAGUAY;07/05/2020;22;0;6;0;0
PARAGUAY;08/05/2020;101;0;4;0;0
PARAGUAY;09/05/2020;126;0;3;3;0
PARAGUAY;10/05/2020;24;0;10;0;0
PARAGUAY;11/05/2020;11;0;5;1;0
PARAGUAY;12/05/2020;13;0;3;0;0
PARAGUAY;13/05/2020;3;1;9;0;0
PARAGUAY;14/05/2020;14;0;2;0;0
PARAGUAY;15/05/2020;5;0;9;0;0
PARAGUAY;16/05/2020;19;0;5;0;0
PARAGUAY;17/05/2020;8;0;4;0;0
PARAGUAY;18/05/2020;2;0;17;0;0
PARAGUAY;19/05/2020;41;0;11;0;0
PARAGUAY;20/05/2020;4;0;12;2;0
PARAGUAY;21/05/2020;3;0;14;1;0
PARAGUAY;22/05/2020;2;0;8;0;0
PARAGUAY;23/05/2020;12;0;34;0;0
PARAGUAY;24/05/2020;12;0;9;0;0
PARAGUAY;25/05/2020;3;0;37;0;0
PARAGUAY;26/05/2020;12;0;38;1;0
PARAGUAY;27/05/2020;7;0;10;0;0
PERU;06/03/2020;1;0;0;0;0
PERU;07/03/2020;5;0;0;0;0
PERU;08/03/2020;1;0;0;0;0
PERU;09/03/2020;2;0;0;0;0
PERU;10/03/2020;2;0;0;0;0
PERU;11/03/2020;6;0;0;0;0
PERU;12/03/2020;5;0;0;0;0
PERU;13/03/2020;16;0;0;0;0
PERU;14/03/2020;5;0;0;0;0
PERU;15/03/2020;28;0;0;1;1
PERU;16/03/2020;15;0;0;8;3
PERU;17/03/2020;31;0;0;13;3
PERU;18/03/2020;28;0;0;19;5
PERU;19/03/2020;89;2;1;19;7
PERU;20/03/2020;29;2;1;28;5
PERU;21/03/2020;55;1;1;29;5
PERU;22/03/2020;45;0;1;31;5
PERU;23/03/2020;32;0;1;10;7
PERU;24/03/2020;21;2;1;23;9
PERU;25/03/2020;64;2;1;38;12
PERU;26/03/2020;100;0;14;58;13
PERU;27/03/2020;55;2;14;79;19
PERU;28/03/2020;36;5;16;84;30
PERU;29/03/2020;181;2;16;107;37
PERU;30/03/2020;98;6;53;238;37
PERU;31/03/2020;115;6;394;190;57
PERU;01/04/2020;258;17;447;198;56
PERU;02/04/2020;91;8;537;189;51
PERU;03/04/2020;181;6;627;237;69
PERU;04/04/2020;151;0;914;285;88
PERU;05/04/2020;535;22;989;321;81
PERU;06/04/2020;280;9;8;387;89
PERU;07/04/2020;393;15;234;490;109
PERU;08/04/2020;1388;14;102;512;113
PERU;09/04/2020;914;17;105;600;124
PERU;10/04/2020;641;31;131;687;130
PERU;11/04/2020;951;12;170;788;142
PERU;12/04/2020;671;12;59;815;134
PERU;13/04/2020;2265;23;844;901;143
PERU;14/04/2020;519;14;227;914;132
PERU;15/04/2020;1172;24;239;1,113;146
PERU;16/04/2020;1016;20;3012;1,277;169
PERU;17/04/2020;998;26;421;1,219;137
PERU;18/04/2020;931;48;143;1,268;117
PERU;19/04/2020;1208;52;127;1,349;167
PERU;20/04/2020;697;45;157;1,682;385
PERU;21/04/2020;1,512;39;14;2,419;380
PERU;22/04/2020;1,413;46;45;2,434;396
PERU;23/04/2020;1,664;42;395;2,786;467
PERU;24/04/2020;734;62;74;3,194;505
PERU;25/04/2020;3,683;66;301;3,532;545
PERU;26/04/2020;2,186;28;291;3,632;554
PERU;27/04/2020;1,182;54;337;3,968;598
PERU;28/04/2020;2,491;72;754;4,088;600
PERU;29/04/2020;2,741;89;858;4,289;623
PERU;30/04/2020;3,045;108;368;4,978;651
PERU;01/05/2020;3,483;73;724;5,287;658
PERU;02/05/2020;2,075;76;1,305;5,098;671
PERU;03/05/2020;3,394;86;1,116;5,281;679
PERU;04/05/2020;1,444;58;877;5,435;694
PERU;05/05/2020;3,817;100;986;5,509;709
PERU;06/05/2020;3,628;89;2,114;5,729;717
PERU;07/05/2020;3,709;94;861;5,980;722
PERU;08/05/2020;3,321;87;624;6,155;730
PERU;09/05/2020;3,168;100;1,234;6,220;748
PERU;10/05/2020;2,292;75;1,103;6,601;774
PERU;11/05/2020;1,515;72;1,057;6,648;785
PERU;12/05/2020;3,237;96;918;6,862;797
PERU;13/05/2020;4,247;112;1,000;6,979;806
PERU;14/05/2020;4,298;98;827;6,941;842
PERU;15/05/2020;3,891;125;1,996;7,085;851
PERU;16/05/2020;4,046;131;1,125;7,275;840
PERU;17/05/2020;3,732;125;349;7,408;850
PERU;18/05/2020;2,660;141;1685;7,509;866
PERU;19/05/2020;4,550;125;6218;7,526;883
PERU;20/05/2020;4,537;110;5444;7,533;869
PERU;21/05/2020;4,749;124;1619;7,455;886
PERU;22/05/2020;2,929;96;1261;7,545;901
PERU;23/05/2020;4,056;129;3067;7,674;909
PERU;24/05/2020;4,205;83;1880;7,779;920
PERU;25/05/2020;4,020;173;1154;8,097;909
PERU;26/05/2020;5,772;159;1957;8,207;923
PERU;27/05/2020;6,154;195;3263;8,267;926
PERU;28/05/2020;5,874;116;3273;8,395;943
PERU;29/05/2020;6,506;131;3349;8,433;940
PERU;30/05/2020;7,386;141;3,656;8,465;940
PERU;31/05/2020;8,805;135;761;8,882;988
PERU;01/06/2020;5,563;128;1299;8,868;975
PERU;02/06/2020;4,845;133;750;8,930;964
PERU;03/06/2020;4,030;127;3062;10,101;998
PERU;04/06/2020;4,284;137;3909;9,063;1,005
PERU;05/06/2020;4,202;131;2986;9,198;1,041
PERU;06/05/2020;3628;89;2114;5729;717
PERU;07/05/2020;3709;94;861;5980;722
PERU;08/05/2020;3321;87;624;6155;730
PERU;09/05/2020;3168;100;1234;6220;748
PERU;10/05/2020;2292;75;1103;6601;774
PERU;11/05/2020;1515;72;1057;6648;785
PERU;12/05/2020;3237;96;918;6862;797
PERU;13/05/2020;4247;112;1000;6979;806
PERU;14/05/2020;4298;98;827;6941;842
PERU;15/05/2020;3891;125;1996;7085;851
PERU;16/05/2020;4046;131;1125;7275;840
PERU;17/05/2020;3732;125;349;7408;850
PERU;18/05/2020;2660;141;1685;7509;866
PERU;19/05/2020;4550;125;6218;7526;883
PERU;20/05/2020;4537;110;5444;7533;869
PERU;21/05/2020;4749;124;1619;7455;886
PERU;22/05/2020;2929;96;1261;7545;901
PERU;23/05/2020;4056;129;3067;7674;909
PERU;24/05/2020;4205;83;1880;7779;920
PERU;25/05/2020;4020;173;1154;8097;909
PERU;26/05/2020;5772;159;1957;8207;923
PERU;27/05/2020;6154;195;3263;8267;926
PERU;28/05/2020;5874;116;3273;8395;943
PERU;29/05/2020;6506;131;3349;8433;940
PERU;30/05/2020;7386;141;3656;8465;940
PERU;31/05/2020;8805;135;761;8882;988
PERU;01/06/2020;5563;128;1299;8868;975
PERU;02/06/2020;4845;133;750;8930;964
PERU;03/06/2020;4030;127;3062;10101;998
PERU;04/06/2020;4284;137;3909;9063;1005
PERU;05/06/2020;4202;131;2986;9198;1041
PERU;06/06/2020;4358;139;3517;9500;1062
PERU;07/06/2020;4757;164;3488;9583;1062
PERU;08/06/2020;3181;106;3337;9661;1072
PERU;09/06/2020;4040;167;3373;9903;1077
PERU;10/06/2020;5087;165;5102;9916;1065
PERU;11/06/2020;5965;206;4398;10026;1069
PERU;12/06/2020;5961;199;4704;10121;1089
PERU;13/06/2020;4383;190;4591;10342;1113
PERU;14/06/2020;4604;190;3855;10297;1111
PERU;15/06/2020;3256;172;3830;10295;1121
PERU;16/06/2020;4164;196;5796;10177;1112
PERU;17/06/2020;3752;201;3417;10204;1111
PERU;18/06/2020;3480;204;2568;10240;1130
PERU;19/06/2020;3537;199;4330;10445;1126
PERU;20/06/2020;3413;201;3243;10577;1143
PERU;21/06/2020;3598;184;3204;10566;1137
PERU;22/06/2020;2511;178;3353;10714;1144
PERU;23/06/2020;3363;181;3117;10588;1161
PERU;24/06/2020;3879;182;3152;10599;1166
PERU;25/06/2020;3913;175;4485;10587;1144
PERU;26/06/2020;3762;178;3732;10964;1172
PERU;27/06/2020;3625;196;4218;10762;1169
PERU;28/06/2020;3430;182;3974;10861;1178
PERU;29/06/2020;2946;187;3161;11000;1183
PERU;30/06/2020;2848;173;3376;11049;1185
PUERTO RICO;13/03/2020;3;0;0;0;0
PUERTO RICO;14/03/2020;0;0;0;0;0
PUERTO RICO;15/03/2020;2;0;0;0;0
PUERTO RICO;16/03/2020;0;0;0;0;0
PUERTO RICO;17/03/2020;0;0;0;0;0
PUERTO RICO;18/03/2020;0;0;0;0;0
PUERTO RICO;19/03/2020;1;0;0;0;0
PUERTO RICO;20/03/2020;8;0;0;0;0
PUERTO RICO;21/03/2020;7;1;0;0;0
PUERTO RICO;22/03/2020;2;0;0;0;0
PUERTO RICO;23/03/2020;8;1;0;0;0
PUERTO RICO;24/03/2020;8;0;0;0;0
PUERTO RICO;25/03/2020;12;0;0;0;0
PUERTO RICO;26/03/2020;13;0;0;0;0
PUERTO RICO;27/03/2020;15;1;0;0;0
PUERTO RICO;28/03/2020;21;2;0;0;0
PUERTO RICO;29/03/2020;27;0;0;0;0
PUERTO RICO;30/03/2020;47;1;0;0;0
PUERTO RICO;31/03/2020;65;2;0;0;0
PUERTO RICO;01/04/2020;47;3;0;0;0
PUERTO RICO;02/04/2020;30;1;0;0;0
PUERTO RICO;03/04/2020;62;3;0;0;0
PUERTO RICO;04/04/2020;74;3;0;0;0
PUERTO RICO;05/04/2020;23;2;0;0;0
PUERTO RICO;06/04/2020;38;1;0;0;0
PUERTO RICO;07/04/2020;60;2;0;0;0
PUERTO RICO;08/04/2020;47;1;0;0;0
PUERTO RICO;09/04/2020;63;9;0;0;0
PUERTO RICO;10/04/2020;42;6;0;0;0
PUERTO RICO;11/04/2020;63;3;0;0;0
PUERTO RICO;12/04/2020;109;2;0;0;0
PUERTO RICO;13/04/2020;6;1;0;0;0
PUERTO RICO;14/04/2020;20;0;0;0;0
PUERTO RICO;15/04/2020;51;6;0;0;0
PUERTO RICO;16/04/2020;69;5;0;0;0
PUERTO RICO;17/04/2020;25;2;0;0;0
PUERTO RICO;18/04/2020;50;2;0;0;0
PUERTO RICO;19/04/2020;95;2;0;0;0
PUERTO RICO;20/04/2020;39;1;0;0;0
PUERTO RICO;21/04/2020;46;1;0;0;0
PUERTO RICO;22/04/2020;80;3;0;0;0
PUERTO RICO;23/04/2020;38;2;0;0;0
PUERTO RICO;24/04/2020;31;14;0;0;0
PUERTO RICO;25/04/2020;64;1;0;0;0
PUERTO RICO;26/04/2020;18;0;0;0;0
PUERTO RICO;27/04/2020;11;2;0;0;0
PUERTO RICO;28/04/2020;33;0;0;0;0
PUERTO RICO;29/04/2020;106;6;0;0;0
PUERTO RICO;30/04/2020;36;2;0;0;0
PUERTO RICO;01/05/2020;182;1;0;0;0
PUERTO RICO;02/05/2020;51;2;0;0;0
PUERTO RICO;03/05/2020;35;0;0;0;0
PUERTO RICO;04/05/2020;81;2;0;0;0
PUERTO RICO;05/05/2020;44;0;0;0;0
PUERTO RICO;06/05/2020;63;3;0;0;0
PUERTO RICO;07/05/2020;125;5;0;0;0
PUERTO RICO;08/05/2020;17;1;0;0;0
PUERTO RICO;09/05/2020;25;3;0;0;0
PUERTO RICO;10/05/2020;58;2;0;0;0
PUERTO RICO;11/05/2020;43;1;0;0;0
PUERTO RICO;12/05/2020;30;1;0;0;0
PUERTO RICO;13/05/2020;98;2;0;0;0
PUERTO RICO;14/05/2020;115;5;0;0;0
PUERTO RICO;15/05/2020;47;0;0;0;0
PUERTO RICO;16/05/2020;57;1;0;0;0
PUERTO RICO;17/05/2020;64;1;0;0;0
